Player Name,Day,Month,Birth Year,Birth Date,Age,Market Value,Code,Team,Position
Islam Gamal,1,3,1989,01/03/1989,35,200000,992,Talaea El Gaish,Centre Back
Khaled Sotohi,1,5,1989,01/05/1989,35,150000,994,Talaea El Gaish,Centre Back
Mohamed Sef,1,11,1988,01/11/1988,35,200000,996,Talaea El Gaish,Left Back
Hassan Magdy,30,4,1990,30/04/1990,34,150000,998,Talaea El Gaish,Right Back
Mohamed Bassam,25,12,1990,25/12/1990,33,500000,1000,Talaea El Gaish,
Mostafa Gamal,25,7,1990,25/07/1990,34,200000,1002,Talaea El Gaish,Defensive Midfield
Islam Mohareb,1,1,1992,01/01/1992,32,250000,1004,Talaea El Gaish,Right Winger
Amr Marei,1,4,1992,01/04/1992,32,350000,1006,Talaea El Gaish,Centre Forward
Amr Gamal,3,8,1991,03/08/1991,33,300000,1008,Talaea El Gaish,Centre Forward
Ali Elfil,13,12,1992,13/12/1992,31,250000,1010,Talaea El Gaish,Centre Back
Ahmed Alaa,1,1,1994,01/01/1994,30,200000,1012,Talaea El Gaish,Centre Back
Ahmed Zola,7,6,1993,07/06/1993,31,150000,1014,Talaea El Gaish,Right Back
Franck Engonga Obame,26,7,1993,26/07/1993,31,250000,1016,Talaea El Gaish,Defensive Midfield
Vasilios Bouzas,30,6,1993,30/06/1993,31,250000,1018,Talaea El Gaish,Central Midfield
Mohamed Shaaban,1,10,1994,01/10/1994,29,50000,1020,Talaea El Gaish,Goalkeeper
Amr El Sisi,18,5,1994,18/05/1994,30,250000,1022,Talaea El Gaish,Defensive Midfield
Ibrahim Kone,30,1,1995,30/01/1995,29,150000,1024,Talaea El Gaish,Attacking Midfield
Ahmed Samir,25,8,1994,25/08/1994,30,300000,1026,Talaea El Gaish,Right Winger
Ali El Zahdi,1,5,1996,01/05/1996,28,50000,1028,Talaea El Gaish,Central Midfield
Mohamed Gamal,22,3,1997,22/03/1997,27,50000,1030,Talaea El Gaish,Left Back
Mohad Lasheen,29,5,1996,29/05/1996,28,250000,1032,Talaea El Gaish,Central Midfield
Mostafa Mahmoud,7,7,1997,07/07/1997,27,25000,1034,Talaea El Gaish,Goalkeeper
Ahmed Hany,19,5,1997,19/05/1997,27,50000,1036,Talaea El Gaish,Right Back
Sr Mansi,22,7,1997,22/07/1997,27,300000,1038,Talaea El Gaish,Centre Forward
Toni Gomes,16,11,1998,16/11/1998,25,200000,1040,Talaea El Gaish,Left Winger
Hossam Ghanem,29,1,1999,29/01/1999,25,25000,1042,Talaea El Gaish,Centre Forward
Mahmoud Atef,1,1,2000,01/01/2000,24,50000,1044,Talaea El Gaish,Centre Back
Mohamed Samir,1,1,2001,01/01/2001,23,100000,1046,Talaea El Gaish,Centre Back
Mohamed Shehata,1,1,2001,01/01/2001,23,150000,1048,Talaea El Gaish,Central Midfield
Mostafa Ashraf,,NA,,#VALUE!,#VALUE!,,1050,Talaea El Gaish,Defender
Fathi Mabrouk,1,9,1987,01/09/1987,37,100000,1052,Ghazl Mahalla,Left Back
Mahmoud Reda,2,4,1989,02/04/1989,35,50000,1054,Ghazl Mahalla,Goalkeeper
Galal El Okdah,22,12,1988,22/12/1988,35,50000,1056,Ghazl Mahalla,Left Back
Yehia Hamed,17,1,1991,17/01/1991,33,50000,1058,Ghazl Mahalla,Right Back
Ahmed El Sheikh,12,6,1990,12/06/1990,34,150000,1060,Ghazl Mahalla,Left Winger
Islam Fouad,6,1,1991,06/01/1991,33,150000,1062,Ghazl Mahalla,Centre Forward
Mohamed Sami,1,10,1991,01/10/1991,32,,1064,Ghazl Mahalla,Centre Back
Hany Adel,15,2,1992,15/02/1992,32,50000,1066,Ghazl Mahalla,
Mohamed El Beshbeshi,4,1,1993,04/01/1993,31,50000,1068,Ghazl Mahalla,Goalkeeper
Ahmed Eid,19,11,1992,19/11/1992,31,,1070,Ghazl Mahalla,Centre Back
Amr Shaaban,10,10,1993,10/10/1993,30,,1072,Ghazl Mahalla,Goalkeeper
Mohamed Camacho,15,6,1993,15/06/1993,31,,1074,Ghazl Mahalla,Centre Back
Khaled Lotfi,4,5,1994,04/05/1994,30,50000,1076,Ghazl Mahalla,Central Midfield
Khaled Kassab,8,7,1993,08/07/1993,31,50000,1078,Ghazl Mahalla,
Ahmed Adel,1,1,1995,01/01/1995,29,50000,1080,Ghazl Mahalla,Defensive Midfield
Ashraf El Sayed,2,3,1995,02/03/1995,29,,1082,Ghazl Mahalla,Central Midfield
Francis Afriyie,18,1,1995,18/01/1995,29,200000,1084,Ghazl Mahalla,Centre Forward
Bassam Maher,27,9,1995,27/09/1995,28,50000,1086,Ghazl Mahalla,Central Midfield
Khaled El Akhmimi,2,1,1996,02/01/1996,28,50000,1088,Ghazl Mahalla,Attacking Midfield
Khaled Raslan,23,3,1996,23/03/1996,28,,1090,Ghazl Mahalla,Left Winger
Ahmed Hassan,9,12,1995,09/12/1995,28,100000,1092,Ghazl Mahalla,Centre Forward
Mohamed Hamdan,1,1,1997,01/01/1997,27,,1094,Ghazl Mahalla,Attacking Midfield
Hesham Balaha,21,6,1996,21/06/1996,28,25000,1096,Ghazl Mahalla,Right Winger
Mahmoud Salah,15,2,1997,15/02/1997,27,,1098,Ghazl Mahalla,Centre Forward
Mahmoud Alaa,21,2,1998,21/02/1998,26,,1100,Ghazl Mahalla,Left Back
Moataz Kajo,1,1,1998,01/01/1998,26,,1102,Ghazl Mahalla,Right Back
Mohamed Karem,26,1,1999,26/01/1999,25,50000,1104,Ghazl Mahalla,Right Winger
Abdo Yehia,6,3,1999,06/03/1999,25,,1106,Ghazl Mahalla,Right Winger
Badr Mousa,11,4,1999,11/04/1999,25,,1108,Ghazl Mahalla,Centre Forward
Ahmed El Dry,5,6,1999,05/06/1999,25,,1110,Ghazl Mahalla,Defensive Midfield
Hossam Hassan,1,1,2001,01/01/2001,23,25000,1112,Ghazl Mahalla,Left Winger
Mohamed Abdelkader,,NA,,#VALUE!,#VALUE!,,1114,Ghazl Mahalla,Centre Back
Ashour El Adham,11,6,1985,11/06/1985,39,100000,1116,Cleopatra Fc,Defensive Midfield
Amer Amer,14,2,1987,14/02/1987,37,250000,1118,Cleopatra Fc,Goalkeeper
Mahmoud Shokri,5,1,1989,05/01/1989,35,50000,1120,Cleopatra Fc,Goalkeeper
Walid Abdelmonem,18,3,1989,18/03/1989,35,50000,1122,Cleopatra Fc,Centre Back
Ahmed Mohsen,20,5,1988,20/05/1988,36,200000,1124,Cleopatra Fc,Left Back
Mohamed Mosaad,20,2,1989,20/02/1989,35,200000,1126,Cleopatra Fc,Right Winger
Diyaa Kandil,1,3,1990,01/03/1990,34,25000,1128,Cleopatra Fc,
Seif Teka,20,4,1991,20/04/1991,33,300000,1130,Cleopatra Fc,Centre Back
Ragab Bakar,15,3,1991,15/03/1991,33,300000,1132,Cleopatra Fc,Right Back
Ahmed Ghoneim,30,5,1990,30/05/1990,34,25000,1134,Cleopatra Fc,Centre Forward
Mohamed Ibrahim,1,3,1992,01/03/1992,32,400000,1136,Cleopatra Fc,Attacking Midfield
Winnful Cobbi,6,9,1991,06/09/1991,33,325000,1138,Cleopatra Fc,Attacking Midfield
Mido Gaber,22,9,1992,22/09/1992,31,300000,1140,Cleopatra Fc,Left Winger
Shady Hussein,1,5,1993,01/05/1993,31,25000,1142,Cleopatra Fc,Left Winger
Tarek Samy,21,8,1993,21/08/1993,31,50000,1144,Cleopatra Fc,Centre Back
Body,6,6,1993,06/06/1993,31,150000,1146,Cleopatra Fc,Right Back
Saleh Gomaa,1,8,1993,01/08/1993,31,250000,1148,Cleopatra Fc,Attacking Midfield
Sherif Dabo,28,1,1994,28/01/1994,30,100000,1150,Cleopatra Fc,Right Winger
Riga,1,2,1994,01/02/1994,30,250000,1152,Cleopatra Fc,Centre Forward
Khaled Sobhi,4,5,1995,04/05/1995,29,150000,1154,Cleopatra Fc,Centre Back
Mahmoud Sakr,4,8,1994,04/08/1994,30,50000,1156,Cleopatra Fc,Right Back
Kwame Bonsu,25,9,1994,25/09/1994,29,350000,1158,Cleopatra Fc,Central Midfield
Maxwell Baakoh,8,10,1995,08/10/1995,28,50000,1160,Cleopatra Fc,Left Winger
Mohamed Tony,10,9,1996,10/09/1996,28,250000,1162,Cleopatra Fc,Defensive Midfield
Fonsinho Left,17,8,1996,17/08/1996,28,25000,1164,Cleopatra Fc,Winger Right
Abdallah Mahmoud,25,12,1997,25/12/1997,26,50000,1166,Cleopatra Fc,Centre Back
Fabrice Ngah,16,10,1997,16/10/1997,26,550000,1168,Cleopatra Fc,Left Back
Mahmoud Bolbol,12,1,1998,12/01/1998,26,25000,1170,Cleopatra Fc,Central Midfield
Ahmed Yasser Rayan,24,1,1998,24/01/1998,26,600000,1172,Cleopatra Fc,Centre Forward
Mohamed Gamal,1,1,1999,01/01/1999,25,25000,1174,Cleopatra Fc,Goalkeeper
Khaled Gamal,20,2,2000,20/02/2000,24,25000,1176,Cleopatra Fc,Left Winger
Mostafa Saad,22,8,2001,22/08/2001,23,,1178,Cleopatra Fc,Right Winger
Osama Azab,27,8,1986,27/08/1986,38,150000,1180,Masr El,Right Back
Mostafa Shebeita,10,5,1986,10/05/1986,38,150000,1182,Masr El,Defensive Midfield
Mody,7,10,1987,07/10/1987,36,200000,1184,Masr El,Centre Back
Essam Sobhy,6,2,1988,06/02/1988,36,150000,1186,Masr El,Right Back
Salah Ashour,8,9,1987,08/09/1987,37,200000,1188,Masr El,Attacking Midfield
Paulin Voavy,10,11,1987,10/11/1987,36,300000,1190,Masr El,Left Winger
Hosny Fathi,19,3,1989,19/03/1989,35,200000,1192,Masr El,
Hossam Hassan,30,4,1989,30/04/1989,35,-,1194,Masr El,Defensive Midfield
Asem Said,9,9,1989,09/09/1989,35,250000,1196,Masr El,Centre Back
Hesham Mohamed,3,1,1990,03/01/1990,34,200000,1198,Masr El,Defensive Midfield
Mohamed Koko,11,4,1991,11/04/1991,33,100000,1200,Masr El,Goalkeeper
Shimelis Bekele,17,10,1990,17/10/1990,33,300000,1202,Masr El,Attacking Midfield
Basem Morsy,1,1,1992,01/01/1992,32,400000,1204,Masr El,Centre Forward
Emad Fathi,6,1,1993,06/01/1993,31,200000,1206,Masr El,Attacking Midfield
Mahmoud Hamdy,1,11,1993,01/11/1993,30,250000,1208,Masr El,Goalkeeper
Khalid Aucho,8,8,1993,08/08/1993,31,250000,1210,Masr El,Defensive Midfield
Islam Saleh,6,1,1995,06/01/1995,29,150000,1212,Masr El,Defensive Midfield
Ali Wezza,20,4,1995,20/04/1995,29,25000,1214,Masr El,Central Midfield
Muftah Taktak,5,5,1996,05/05/1996,28,300000,1216,Masr El,Left Winger
Ibrahim Aboul-Yazid,24,6,1996,24/06/1996,28,200000,1218,Masr El,Centre Back
Mahmoud El Ghazali,27,8,1996,27/08/1996,28,25000,1220,Masr El,Right Back
Abdallah Magdy,1,1,1997,01/01/1997,27,100000,1222,Masr El,Right Winger
Oufa,6,10,1996,06/10/1996,27,25000,1224,Masr El,Centre Forward
Ahmed Meteb,1,10,1996,01/10/1996,27,,1226,Masr El,Centre Forward
Mohamed Desouki,18,12,1997,18/12/1997,26,150000,1228,Masr El,Left Back
Ahmed Adel,25,9,1997,25/09/1997,26,150000,1230,Masr El,Attacking Midfield
Beltagy Samir,30,4,1999,30/04/1999,25,25000,1232,Masr El,Goalkeeper
Khaled Mostafa,2,1,1999,02/01/1999,25,25000,1234,Masr El,Centre Back
Ziad Ashraf,1,1,1999,01/01/1999,25,,1236,Masr El,Midfield
Mohamed Adel,1,1,1999,01/01/1999,25,,1238,Masr El,Midfield
Mohamed Makhlouf,3,6,1998,03/06/1998,26,250000,1240,Masr El,Defensive Midfield
Ahmed Sabeha,9,9,1999,09/09/1999,25,50000,1242,Masr El,Centre Back
Fares Tarek,14,1,2000,14/01/2000,24,,1244,Masr El,Right Back
Ahmed Marchuh,11,11,1999,11/11/1999,24,50000,1246,Masr El,Attacking Midfield
Mahmoud Fahmi,23,12,1999,23/12/1999,24,50000,1248,Masr El,Centre Forward
Ahmed Eid Abdallah,,NA,,#VALUE!,#VALUE!,,1250,Masr El,Midfield
Mosaad Awad,15,1,1993,15/01/1993,31,250000,1252,Wadi Degla Fc,Goalkeeper
Oussa,6,2,1977,06/02/1977,47,50000,1254,Wadi Degla Fc,
Hussein Zekry,22,8,1999,22/08/1999,25,50000,1256,Wadi Degla Fc,Goalkeeper
Ahmed Mayhoub,3,4,1996,03/04/1996,28,25000,1258,Wadi Degla Fc,Goalkeeper
Mahmoud Marei,24,4,1998,24/04/1998,26,250000,1260,Wadi Degla Fc,Centre Back
Khaled Reda,19,8,1989,19/08/1989,35,200000,1262,Wadi Degla Fc,Centre Back
Abdelrahman Rashdan,1,1,2003,01/01/2003,21,50000,1264,Wadi Degla Fc,Centre Back
Mohamed Gamal,30,9,1992,30/09/1992,31,25000,1266,Wadi Degla Fc,Centre Back
Ibrahim Riou,24,10,1992,24/10/1992,31,25000,1268,Wadi Degla Fc,Centre Back
Issahaku Yakubu,17,6,1994,17/06/1994,30,300000,1270,Wadi Degla Fc,Left Back
Der Hesham,27,4,1999,27/04/1999,25,50000,1272,Wadi Degla Fc,Left Back
Iheb Mbarki,14,2,1992,14/02/1992,32,400000,1274,Wadi Degla Fc,Right Back
Ahmed Magdy,23,4,1989,23/04/1989,35,150000,1276,Wadi Degla Fc,Right Back
Bassam Walid,6,1,1998,06/01/1998,26,100000,1278,Wadi Degla Fc,Right Back
Ahmed Said,3,1,1997,03/01/1997,27,300000,1280,Wadi Degla Fc,Defensive Midfield
Mohamed Abdelaati,5,9,1995,05/09/1995,29,250000,1282,Wadi Degla Fc,Defensive Midfield
Amr Saleh,16,12,1995,16/12/1995,28,200000,1284,Wadi Degla Fc,Defensive Midfield
Ibrahim Ayesh,16,11,1998,16/11/1998,25,100000,1286,Wadi Degla Fc,Central Midfield
Mohamed Helal,8,10,1995,08/10/1995,28,350000,1288,Wadi Degla Fc,Attacking Midfield
Mohamed Reda,10,11,2000,10/11/2000,23,150000,1290,Wadi Degla Fc,Attacking Midfield
Reda Abdelaal,21,12,1994,21/12/1994,29,25000,1292,Wadi Degla Fc,Attacking Midfield
Mohamed Hamdi,4,4,2003,04/04/2003,21,25000,1294,Wadi Degla Fc,Attacking Midfield
Saleh Sr,7,12,1999,07/12/1999,24,25000,1296,Wadi Degla Fc,Attacking Midfield
Jorginho,21,9,1995,21/09/1995,28,1400000,1298,Wadi Degla Fc,Winger Left
Rodney Antwi,3,11,1995,03/11/1995,28,400000,1300,Wadi Degla Fc,Left Winger
Alexander Jakobsen,18,3,1994,18/03/1994,30,300000,1302,Wadi Degla Fc,Left Winger
Hossam El Rayally,12,3,2001,12/03/2001,23,50000,1304,Wadi Degla Fc,Left Winger
Ramez Medhat,10,8,1999,10/08/1999,25,50000,1306,Wadi Degla Fc,Left Winger
Hossam Arafat,18,1,1990,18/01/1990,34,250000,1308,Wadi Degla Fc,Right Winger
Karim El Debes,3,6,2003,03/06/2003,21,25000,1310,Wadi Degla Fc,Right Winger
Diego Calder?N,13,12,1989,13/12/1989,34,600000,1312,Wadi Degla Fc,Centre Forward
Salah Amin,18,9,1981,18/09/1981,42,100000,1314,Wadi Degla Fc,Centre Forward
Ahmed Sherif,8,2,2003,08/02/2003,21,100000,1316,Wadi Degla Fc,Centre Forward
Ahmed Atef,21,3,1998,21/03/1998,26,50000,1318,Wadi Degla Fc,Centre Forward
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,